지역별(1),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 총발전량①+② (MWh),신·재생에너지 지역별 발전비중 (%),신·재생에너지 지역별 발전비중 (%),신·재생에너지 지역별 발전비중 (%),① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,① 재생에너지,② 신에너지,② 신에너지,② 신에너지,② 신에너지,② 신에너지,② 신에너지,② 신에너지,② 신에너지,② 신에너지,② 신에너지,② 신에너지,② 신에너지,② 신에너지,② 신에너지,② 신에너지
경남,"2,542,146","2,867,620","3,381,157","2,165,894","2,409,541","2,875,475","376,253","458,079","505,682","2,516,475","2,839,026","3,341,092","2,142,415","2,384,152","2,839,875","374,060","454,874","501,217","25,672","28,593","40,065","23,479","25,388","35,600","2,193","3,205","4,465",5.02,4.96,5.60,"1,823,756","2,279,853","2,446,555","1,463,435","1,837,387","1,968,131","360,321","442,466","478,424","68,197","133,380","147,145","66,617","131,769","145,680","1,580","1,611","1,465","236,059","218,238","297,744","236,059","218,238","297,744",-,-,-,-,-,-,-,-,-,"372,760","191,845","432,699","372,676","191,845","425,350",85,-,"7,349","8,917","7,217","17,988","8,832","7,217","10,639",85,-,"7,349",2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"241,206","131,386","361,506","241,206","131,386","361,506",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"84,303",-,-,"84,303",-,-,"38,332","53,242","53,206","38,332","53,242","53,206",-,-,-,-,-,-,-,-,-,"15,702","15,711","16,949","3,629","4,914","2,970","12,073","10,797","13,979",-,-,-,-,-,-,-,-,-,"1,721","1,611","1,266","1,721","1,611","1,266",-,-,-,"13,981","14,100","15,683","1,908","3,303","1,704","12,073","10,797","13,979",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"25,672","28,593","40,065","23,479","25,388","35,600","2,193","3,205","4,465",-,-,-,-,-,-
충북,"2,225,401","2,785,854","3,261,546","1,948,742","2,458,115","2,914,152","276,659","327,739","347,394","2,170,437","2,579,630","2,921,617","1,894,620","2,252,893","2,575,532","275,817","326,737","346,085","54,965","206,224","339,929","54,122","205,222","338,620",843,"1,002","1,309",4.39,4.82,5.40,"1,407,403","1,711,676","1,882,953","1,139,536","1,389,816","1,544,657","267,867","321,861","338,296",49,73,67,-,-,-,49,73,67,"731,058","824,421","1,002,139","731,058","824,421","1,002,139",-,-,-,-,-,-,-,-,-,"8,492","8,211","7,753","6,341","6,231","5,539","2,151","1,980","2,214","7,884","7,703","7,340","5,733","5,723","5,127","2,151","1,980","2,214",608,508,413,608,508,413,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"23,435","35,249","28,706","17,686","32,426","23,197","5,749","2,823","5,509",-,-,-,-,-,-,-,-,-,"18,418","30,180","23,067","17,686","29,224","21,996",732,956,"1,070","5,017","3,807","4,439",-,"1,940",-,"5,017","1,867","4,439",-,-,-,"1,262","1,200",-,"1,262","1,200",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"54,965","206,224","339,929","54,122","205,222","338,620",843,"1,002","1,309",-,-,-,-,-,-
인천,"2,020,296","1,911,643","1,966,319","1,907,678","1,770,371","1,822,977","112,618","141,272","143,342","522,823","564,400","574,288","413,170","427,586","436,462","109,653","136,814","137,825","1,497,473","1,347,243","1,392,031","1,494,508","1,342,785","1,386,515","2,965","4,458","5,517",3.99,3.31,3.26,"222,103","258,249","267,782","115,479","125,697","134,002","106,624","132,552","133,780","39,490","38,774","24,693","39,272","38,511","24,451",218,263,242,"41,096","30,288","13,477","40,391","28,438","13,279",705,"1,850",198,-,-,-,-,-,-,"210,856","228,231","258,055","210,856","228,231","258,055",-,-,-,"16,138","18,425","9,139","16,138","18,425","9,139",-,-,-,"165,191","188,584","201,871","165,191","188,584","201,871",-,-,-,"3,039","1,278","4,546","3,039","1,278","4,546",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"26,487","19,945","42,499","26,487","19,945","42,499",-,-,-,-,-,-,-,-,-,"9,278","8,858","10,281","7,172","6,709","6,676","2,106","2,149","3,605",-,-,-,-,-,-,-,-,-,"7,184","8,705","9,075","7,172","6,556","6,676",12,"2,149","2,400","2,094",153,"1,205",-,153,-,"2,094",-,"1,205",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,497,473","1,347,243","1,392,031","1,494,508","1,342,785","1,386,515","2,965","4,458","5,517",-,-,-,-,-,-
울산,"902,327","689,744","692,284","577,982","383,256","392,644","324,345","306,488","299,640","846,768","472,944","419,542","523,841","167,847","121,517","322,926","305,097","298,026","55,559","216,800","272,742","54,141","215,409","271,127","1,418","1,392","1,615",1.78,1.19,1.15,"147,698","177,458","182,853","89,913","108,421","117,402","57,786","69,037","65,451","1,745",250,17,"1,730",232,-,15,19,17,"1,144",437,"1,037","1,144",437,"1,037",-,-,-,-,-,-,-,-,-,"689,987","290,267","231,332","428,017","55,475",-,"261,970","234,792","231,332",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"261,970","234,792","231,332","261,970","234,792","231,332",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"428,017","55,475",-,"428,017","55,475",-,"6,193","4,532","4,303","3,037","3,283","3,078","3,155","1,249","1,225",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,155","1,249","1,225",-,-,-,"3,155","1,249","1,225",-,-,"3,037","3,283","3,078","3,037","3,283","3,078",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"55,559","216,800","272,742","54,141","215,409","271,127","1,418","1,392","1,615",-,-,-,-,-,-
서울,"782,277","723,176","755,498","561,587","464,244","511,031","220,690","258,933","244,467","343,803","388,180","361,266","130,332","137,330","126,473","213,471","250,850","234,793","438,474","334,996","394,232","431,255","326,914","384,558","7,219","8,082","9,674",1.54,1.25,1.25,"244,804","290,528","272,765","47,615","52,124","51,735","197,189","238,404","221,029",198,202,184,-,-,-,198,202,184,618,379,334,618,379,334,-,-,-,-,-,-,-,-,-,"28,706","27,783","27,069","28,706","27,783","27,069",-,-,-,"28,706","27,783","27,069","28,706","27,783","27,069",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"69,477","69,288","60,915","53,392","57,044","47,335","16,085","12,244","13,579",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"69,477","69,288","60,915","53,392","57,044","47,335","16,085","12,244","13,579",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"438,474","334,996","394,232","431,255","326,914","384,558","7,219","8,082","9,674",-,-,-,-,-,-
부산,"616,236","693,590","738,393","510,457","564,693","595,813","105,779","128,897","142,580","322,758","365,617","421,541","219,322","239,985","283,034","103,437","125,632","138,507","293,478","327,973","316,852","291,136","324,708","312,779","2,342","3,265","4,073",1.22,1.20,1.22,"268,850","324,351","366,024","167,763","203,830","241,529","101,087","120,521","124,495",67,69,63,4,5,5,62,63,58,41,244,127,35,32,32,7,212,95,-,-,-,-,-,-,"14,294","12,534","16,435","14,294","10,614","8,650",-,"1,920","7,785","5,792","6,051","9,425","5,792","4,131","1,640",-,"1,920","7,785","8,502","6,483","7,010","8,502","6,483","7,010",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"39,506","28,419","38,893","37,226","25,503","32,818","2,281","2,916","6,075",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,091","2,916","5,929",-,-,-,"2,091","2,916","5,929",-,-,"37,415","25,503","32,964","37,226","25,503","32,818",190,-,146,-,-,-,-,-,-,-,-,-,-,-,-,-,"293,478","327,973","316,852","291,136","324,708","312,779","2,342","3,265","4,073",-,-,-,-,-,-
광주,"345,741","471,271","598,721","269,954","376,701","499,154","75,788","94,570","99,566","341,185","406,332","418,128","269,682","316,377","323,475","71,503","89,955","94,653","4,557","64,940","180,593",272,"60,324","175,679","4,284","4,616","4,914",0.68,0.82,0.99,"323,404","390,494","404,724","251,906","300,547","310,079","71,499","89,947","94,646",5,8,7,-,-,-,5,8,7,"8,230","6,269","5,028","8,230","6,269","5,028",-,-,-,-,-,-,-,-,-,"3,107","3,051","2,001","3,107","3,051","2,001",-,-,-,-,-,-,-,-,-,-,-,-,"3,107","3,051","2,001","3,107","3,051","2,001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,438","6,510","6,367","6,438","6,510","6,367",-,-,-,-,-,-,-,-,-,-,-,-,"6,438","6,510","6,367","6,438","6,510","6,367",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,557","64,940","180,593",272,"60,324","175,679","4,284","4,616","4,914",-,-,-,-,-,-
대구,"251,812","293,356","560,890","158,628","185,954","433,343","93,184","107,401","127,547","237,111","278,409","544,440","146,764","174,410","420,633","90,347","103,999","123,807","14,701","14,947","16,450","11,864","11,544","12,710","2,837","3,403","3,741",0.50,0.51,0.93,"203,414","253,577","497,336","121,912","154,257","378,375","81,502","99,320","118,961",25,26,"16,525",-,-,"16,502",25,26,23,"14,518","14,966","14,033","14,518","14,966","14,033",-,-,-,-,-,-,-,-,-,"14,158","6,072","10,691","10,287","5,187","10,082","3,871",885,610,"3,871",885,610,-,-,-,"3,871",885,610,-,-,-,-,-,-,-,-,-,"10,287","5,187","10,082","10,287","5,187","10,082",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,996","3,768","5,854",47,-,"1,641","4,949","3,768","4,213",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,852","3,768","4,213",47,-,-,"1,805","3,768","4,213",-,-,"3,144",-,"1,641",-,-,"1,641","3,144",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,701","14,947","16,450","11,864","11,544","12,710","2,837","3,403","3,741",-,-,-,-,-,-
세종,"170,224","169,375","171,556","138,528","129,900","130,125","31,696","39,475","41,431","126,389","128,981","133,029","94,765","89,576","91,671","31,625","39,405","41,358","43,834","40,394","38,527","43,763","40,324","38,454",72,70,73,0.34,0.29,0.28,"94,225","112,270","123,817","62,600","73,232","82,459","31,625","39,038","41,358",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"27,461","12,460","6,134","27,461","12,460","6,134",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"27,461","12,460","6,134","27,461","12,460","6,134",-,-,-,-,-,-,-,-,-,"4,704","4,251","3,078","4,704","3,884","3,078",-,367,-,-,-,-,-,-,-,-,-,-,"3,696","3,599","2,405","3,696","3,599","2,405",-,-,-,-,367,-,-,-,-,-,367,-,-,-,"1,007",285,673,"1,007",285,673,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"43,834","40,394","38,527","43,763","40,324","38,454",72,70,73,-,-,-,-,-,-
대전,"148,871","224,281","225,941","55,116","112,075","113,335","93,755","112,206","112,605","111,077","139,650","142,121","42,482","52,470","55,958","68,595","87,180","86,164","37,794","84,631","83,819","12,634","59,605","57,378","25,160","25,026","26,442",0.29,0.39,0.37,"107,759","135,265","138,597","42,482","52,470","55,843","65,276","82,795","82,754",379,386,351,-,-,-,379,386,351,257,122,217,-,-,-,257,122,217,-,-,-,-,-,-,-,-,115,-,-,115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,115,-,-,115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,683","3,878","2,842",-,-,-,"2,683","3,878","2,842",-,-,-,-,-,-,-,-,-,93,116,123,-,-,-,93,116,123,-,-,-,-,-,-,-,-,-,-,-,"2,590","3,762","2,719",-,-,-,"2,590","3,762","2,719",-,-,-,-,-,-,-,-,-,-,-,-,-,"37,794","84,631","83,819","12,634","59,605","57,378","25,160","25,026","26,442",-,-,-,-,-,-
